"Alamat","Nama Tempat","Rating","Review","Items","W4Efsd 2","W4Efsd 3","W4Efsd 4","W4Efsd 5","W4Efsd 6","UsdlK","Cw1rxd","R8c4Qb","Jn12ke src","ah5Ghc","lcr4fd href","Cw1rxd 2","R8c4Qb 2"
"https://www.google.com/maps/place/Klinik+Psikiatri/data=!4m7!3m6!1s0x2e68c2a75f322c27:0x7ffdf7c2929b0d73!8m2!3d-6.9403831!4d107.6690601!16s%2Fg%2F1hm1vl_bb!19sChIJJywyX6fCaC4Rcw2bksL3_X8?authuser=0&hl=id&rclk=1","Klinik Psikiatri","3,1","(7)","Rumah Sakit","·","·","","","3M59+RJV","0813-7506-4099","","Rute","","","","",""
"https://www.google.com/maps/place/Biro+Psikologi+Psy+Center+Puwakarta+148/data=!4m7!3m6!1s0x2e68e7364bb44905:0xf4dfe97b928d9fb6!8m2!3d-6.9173714!4d107.656931!16s%2Fg%2F11g215f9t2!19sChIJBUm0SzbnaC4Rtp-Nknvp3_Q?authuser=0&hl=id&rclk=1","Biro Psikologi Psy Center Puwakarta 148","5,0","(13)","Psikolog","·","Jl. Purwakarta No.148","Tutup","· Buka Sen pukul 09.00","·","0813-2200-1987","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""","","",""
"https://www.google.com/maps/place/Praktek+Psikolog+Klinis+Dewasa+%26+Anak+Bandung-Seimbang.or/data=!4m7!3m6!1s0x2e68e7da06f43283:0x6e806552d6838238!8m2!3d-6.9064158!4d107.6171773!16s%2Fg%2F11v3mgly7b!19sChIJgzL0BtrnaC4ROIKD1lJlgG4?authuser=0&hl=id&rclk=1","Praktek Psikolog Klinis Dewasa & Anak Bandung-Seimbang.or","4,9","(26)","Psikolog","","·","Tutup","· Buka Sen pukul 09.00","","0822-1965-2028","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Mau tanya lewat wa tapi nomernya ga bisa di hubungin""","","",""
"https://www.google.com/maps/place/Psycenter+Pijar+Potensia+Katapang/data=!4m7!3m6!1s0x2e68ef559cf626cb:0xefd6a7ea1b6500a6!8m2!3d-7.024314!4d107.5489779!16s%2Fg%2F11hnmddlt7!19sChIJyyb2nFXvaC4RpgBlG-qn1u8?authuser=0&hl=id&rclk=1","Psycenter Pijar Potensia Katapang","4,8","(22)","Psikolog","·","Gg. Gandasoli I No.14 Lantai 2","Tutup","· Buka Sen pukul 09.00","·","0822-3124-7694","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Tempat konseling tumbuh kembang anak yang recommended 👍""","","",""
"https://www.google.com/maps/place/Lembaga+Jasa+Psikologi+Karawang+-+Deepa+Psikologi/data=!4m7!3m6!1s0x2e6977ccb7c97673:0x8c09fedf5f020339!8m2!3d-6.3261167!4d107.3066638!16s%2Fg%2F11dzzxptqb!19sChIJc3bJt8x3aS4ROQMCX9_-CYw?authuser=0&hl=id&rclk=1","Lembaga Jasa Psikologi Karawang - Deepa Psikologi","4,9","(278)","Psikolog","·","Universitas Singaperbangsa Karawang, Jl. Ronggowaluyo, Perumahan Mahkota Regency, Depan No.mor 18 blok k1","Buka","· Tutup pukul 13.00","·","0852-9140-7885","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Sangat komunikatif, mudah di akses, dan pembimbing nya juga membantu""","https://deepapsikologi.com/","","Rute"
"https://www.google.com/maps/place/Jasa+konsultasi+kesehatan,+keluarga+dan+karier+Karawang+Jawa+Barat/data=!4m7!3m6!1s0x2e6973a1db660537:0xe4d3d11781bffaab!8m2!3d-6.3891821!4d107.4653157!16s%2Fg%2F11qg4yms03!19sChIJNwVm26FzaS4Rq_q_gRfR0-Q?authuser=0&hl=id&rclk=1","Jasa konsultasi kesehatan, keluarga dan karier Karawang Jawa Barat","4,9","(35)","Konsultan Kesehatan","·","Perum cikampek berseri No.33 Blk. C2","Buka 24 jam","","·","0857-1513-1978","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Nah ini baru solusi bagi yang sedang ikhtiar terkait kesehatan dan karir.""","","",""
"https://www.google.com/maps/place/Endra+Nawawi.+S.+Psi.+M.+Psi.+Psikolog/data=!4m7!3m6!1s0x2e6f515ec4f89329:0x9042276fa34303b6!8m2!3d-7.2992141!4d108.1985717!16s%2Fg%2F11lgm4rmd6!19sChIJKZP4xF5Rby4RtgNDo28nQpA?authuser=0&hl=id&rclk=1","Endra Nawawi. S. Psi. M. Psi. Psikolog","5,0","(538)","Psikolog","","·","Tutup","· Buka Sen pukul 08.00","","0812-2054-077","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""Alhamdulillah penyampaian ilmunya sangat menyenangkan dan mudah dipahami.""","","",""
"https://www.google.com/maps/place/dr+Kiki+Puspitasari,+Sp.+KJ+%28Psikiater%29/data=!4m7!3m6!1s0x2e68e5a0a6311b99:0x74332ab7dc5ecb1!8m2!3d-6.8711377!4d107.5343503!16s%2Fg%2F11kx3h3fk0!19sChIJmRsxpqDlaC4RsezFfasyQwc?authuser=0&hl=id&rclk=1","dr Kiki Puspitasari, Sp. KJ (Psikiater)","4,9","(52)","Psikiater","·","Jl. Kyai H. Usman Dhomiri No.33/77c","Tutup","· Buka Sen pukul 10.00","·","0812-2920-2548","","Rute","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""mantap pelayanannya baik, dokternya baik banget""","","",""
"https://www.google.com/maps/place/Selaras+Persona+Indonesia+%26+Konsela/data=!4m7!3m6!1s0x2e699bc95ed1d6bf:0x51bb606d9883ca61!8m2!3d-6.3539581!4d107.1545095!16s%2Fg%2F11gbk4lp1k!19sChIJv9bRXsmbaS4RYcqDmG1gu1E?authuser=0&hl=id&rclk=1","Selaras Persona Indonesia & Konsela","5,0","(10)","Psikolog","·","Jl. Gn. Tangkuban Perahu Lippo No.006 Blk A","Tutup","· Buka Sen pukul 08.00","·","0888-1681-777","","Situs Web","https://ssl.gstatic.com/local/servicebusiness/default_user.png","""masih buka spkj""","https://spi-konsela.id/","","Rute"
"https://www.google.com/maps/place/Praktek+Psikolog+Indonesia+Balikpapan/data=!4m7!3m6!1s0x2df1475efe21777b:0xa0f290c1a3242949!8m2!3d-1.276864!4d116.841226!16s%2Fg%2F11tcx89krz!19sChIJe3ch_l5H8S0RSSkko8GQ8qA?authuser=0&hl=id&rclk=1","Praktek Psikolog Indonesia Balikpapan","5,0","(6)","Psikolog","·","Atwork Co-Working Space, Jl. Jenderal Sudirman No.43, RT.07","Buka","· Tutup pukul 20.00","·","0812-1345-8601","","Situs Web","","","https://praktekpsikolog.com/","","Rute"
